Codering_3,SoortRegio_2,Gemeentenaam_1,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Nederland_17,EuropaExclusiefNederland_18,BuitenEuropa_19,HuishoudensTotaal_29,Eenpersoonshuishoudens_30,HuishoudensZonderKinderen_31,HuishoudensMetKinderen_32,GemiddeldeHuishoudensgrootte_33,Bevolkingsdichtheid_34,LeerlingenPo_62,LeerlingenVoInclVavo_63,StudentenMboExclExtranei_64,StudentenHbo_65,StudentenWo_66,BasisonderwijsVmboMbo1_67,HavoVwoMbo24_68,HboWo_69,WerkzameBeroepsbevolking_70,GemGestandaardiseerdInkomen_83,k_40HuishoudensMetLaagsteInkomen_84,k_20HuishoudensMetHoogsteInkomen_85,ALandbouwBosbouwEnVisserij_96,BFNijverheidEnEnergie_97,GIHandelEnHoreca_98,HJVervoerInformatieEnCommunicatie_99,KLFinancieleDienstenOnroerendGoed_100,MNZakelijkeDienstverlening_101,OQOverheidOnderwijsEnZorg_102,RUCultuurRecreatieOverigeDiensten_103,PersonenautoSPerHuishouden_107,MateVanStedelijkheid_120
BU01970401,Buurt     ,Aalten                                  ,1750,870,885,215,160,325,535,515,1450,210,90,785,240,305,245,2.2,2887,120,70,50,40,10,390,630,240,870,,37.3,16.3,0,10,15,5,5,20,20,5,1.3,4
BU01970402,Buurt     ,Aalten                                  ,2370,1205,1160,345,275,470,750,530,1975,270,120,1020,285,380,365,2.3,1882,200,120,90,50,10,620,880,370,1300,,32.6,14.5,5,80,55,15,10,35,25,25,1.3,4
BU01970403,Buurt     ,Aalten                                  ,365,190,175,65,40,80,110,70,350,10,5,145,35,55,55,2.5,1615,40,20,10,10,0,50,160,80,230,,25.7,22.3,0,10,5,0,0,5,10,0,1.6,5
BU01970408,Buurt     ,Aalten                                  ,265,140,130,45,35,50,85,60,240,15,10,105,25,40,45,2.5,158,20,20,10,10,0,50,100,,150,,22.6,31.1,5,10,10,0,0,20,10,10,1.4,5
BU01970409,Buurt     ,Aalten                                  ,665,345,320,90,85,100,225,165,630,30,10,270,60,110,100,2.5,74,50,40,20,30,0,100,290,140,380,,27.7,27.0,30,15,15,5,10,25,5,10,1.6,5
GM0059    ,Gemeente  ,Achtkarspelen                           ,28226,14380,13846,4596,3561,6225,7744,6100,26538,713,975,12122,3892,3775,4455,2.3,276,2470,1580,1050,630,130,6780,10340,3740,14670,36.2,41.0,15.0,240,815,775,170,120,515,400,335,1.3,5
WK005900  ,Wijk      ,Achtkarspelen                           ,12140,6190,5950,2030,1585,2660,3305,2570,11180,445,515,5225,1690,1605,1925,2.3,263,1080,730,430,280,70,2850,4440,1710,6260,36.2,40.4,14.4,105,315,335,75,40,210,175,145,1.3,5
BU00590000,Buurt     ,Achtkarspelen                           ,5230,2565,2670,850,660,1115,1295,1310,4720,200,310,2315,825,715,775,2.2,2103,480,300,170,140,30,1000,1740,980,2510,,41.3,14.1,5,80,115,45,20,95,80,70,1.1,4
BU00590001,Buurt     ,Achtkarspelen                           ,1020,550,475,150,140,245,315,180,945,50,25,450,150,135,170,2.3,550,70,60,40,20,0,340,360,,590,,41.0,14.6,20,40,40,5,5,15,15,10,1.3,5
BU00590002,Buurt     ,Achtkarspelen                           ,2120,1095,1025,375,290,495,560,400,1960,110,55,920,305,265,350,2.3,1691,210,110,70,50,10,560,860,150,1100,,43.7,11.6,5,65,55,10,0,25,30,20,1.3,5
BU00590003,Buurt     ,Achtkarspelen                           ,1585,840,750,280,200,375,465,270,1500,40,50,670,185,205,275,2.4,1261,140,90,60,30,10,470,640,140,830,,42.7,9.5,5,50,45,5,0,20,20,15,1.3,5
BU00590004,Buurt     ,Achtkarspelen                           ,725,375,355,135,85,175,205,130,665,25,40,315,95,100,120,2.3,1174,60,50,30,20,10,170,280,,400,,41.1,12.1,5,25,15,0,0,15,10,5,1.3,5
BU00590005,Buurt     ,Achtkarspelen                           ,710,360,355,135,110,130,205,130,675,10,20,260,60,85,115,2.7,45,80,60,30,20,10,160,240,120,400,,31.1,27.3,25,25,25,0,5,20,10,10,1.5,5
BU00590006,Buurt     ,Achtkarspelen                           ,95,55,45,15,10,20,25,15,90,0,5,30,5,15,15,2.9,14,10,10,10,0,0,,,,60,,,,,,,,,,,,,5
BU00590007,Buurt     ,Achtkarspelen                           ,350,190,160,55,55,60,125,60,340,10,0,130,25,45,60,2.7,58,30,40,20,10,0,80,150,,210,,19.1,28.2,15,15,30,5,5,10,5,5,,5
BU00590008,Buurt     ,Achtkarspelen                           ,230,120,100,30,25,35,80,60,220,5,0,100,30,30,35,2.3,48,20,10,10,10,0,50,90,30,120,,,,15,10,10,0,0,5,5,5,1.2,5
BU00590009,Buurt     ,Achtkarspelen                           ,70,40,30,10,15,5,30,15,65,0,0,25,10,5,10,2.3,13,10,0,0,0,0,,,,40,,,,10,0,0,0,0,5,0,0,,5
WK005901  ,Wijk      ,Achtkarspelen                           ,3190,1670,1520,500,455,735,950,555,3055,70,70,1335,410,410,515,2.4,160,280,160,130,80,10,810,1270,370,1800,,37.2,17.1,60,110,80,20,10,55,50,40,1.4,5
BU00590100,Buurt     ,Achtkarspelen                           ,240,140,105,35,40,65,60,45,230,0,10,100,30,25,40,2.4,806,20,20,10,10,0,,,,140,,,,0,15,15,5,0,5,5,0,1.4,5
BU00590102,Buurt     ,Achtkarspelen                           ,1480,755,725,240,210,350,385,295,1415,25,35,635,205,200,225,2.3,1204,130,70,50,40,0,340,560,190,800,,39.7,15.6,10,35,30,5,5,25,20,15,1.2,5
BU00590103,Buurt     ,Achtkarspelen                           ,1030,535,490,170,130,240,350,135,990,15,20,435,135,120,170,2.4,1020,100,50,50,20,0,280,440,,600,,36.2,15.8,10,35,20,5,5,15,15,20,1.5,5
BU00590107,Buurt     ,Achtkarspelen                           ,65,35,30,15,10,10,20,5,60,0,0,20,0,5,10,3.0,26,10,10,0,0,0,,,,30,,,,,,,,,,,,,5
BU00590108,Buurt     ,Achtkarspelen                           ,190,105,85,20,35,30,65,30,180,5,0,65,10,20,35,2.9,21,10,10,10,10,0,,,,120,,,,20,10,5,0,0,5,5,0,1.6,5
BU00590109,Buurt     ,Achtkarspelen                           ,195,105,85,20,30,30,65,45,175,20,5,80,25,30,30,2.3,31,20,10,10,10,0,,,,120,,,,10,15,10,5,0,5,0,0,1.7,5
WK005902  ,Wijk      ,Achtkarspelen                           ,12890,6515,6370,2065,1520,2835,3490,2975,12305,195,390,5570,1795,1765,2015,2.3,359,1100,690,490,270,50,3120,4640,1650,6610,35.9,42.5,15.0,80,385,365,80,70,245,175,150,1.3,4
BU00590200,Buurt     ,Achtkarspelen                           ,5715,2775,2940,890,580,1290,1395,1560,5390,90,240,2595,945,835,810,2.1,1813,480,260,200,100,20,1300,1910,740,2700,34.9,46.9,12.6,10,120,185,50,40,125,85,65,1.2,4
BU00590201,Buurt     ,Achtkarspelen                           ,4030,2065,1960,690,510,915,1100,805,3905,55,70,1695,510,505,675,2.4,1621,370,250,160,80,10,1070,1560,380,2090,,43.0,13.9,10,155,70,15,15,50,40,45,1.2,5
BU00590202,Buurt     ,Achtkarspelen                           ,840,450,390,130,105,195,245,165,795,15,35,360,105,110,140,2.3,864,60,50,30,30,0,200,330,130,500,,36.0,14.6,5,20,10,5,5,10,10,10,1.4,5
BU00590203,Buurt     ,Achtkarspelen                           ,750,395,355,130,95,185,205,140,700,25,25,325,105,100,125,2.3,1131,70,40,40,20,0,230,270,,430,,41.4,12.9,0,20,10,0,0,5,10,10,1.4,5
BU00590206,Buurt     ,Achtkarspelen                           ,415,205,210,65,60,75,145,75,405,10,0,160,30,55,70,2.6,94,40,30,20,10,0,,170,,230,,30.4,22.4,5,25,45,5,5,15,5,10,1.8,5
BU00590207,Buurt     ,Achtkarspelen                           ,305,175,130,45,45,50,110,55,290,0,10,110,10,45,55,2.8,76,20,20,10,10,0,90,80,70,180,,23.6,39.1,5,20,20,0,0,10,5,5,1.4,5
BU00590208,Buurt     ,Achtkarspelen                           ,380,205,175,50,60,55,140,75,375,0,5,150,35,50,60,2.5,27,20,30,20,10,10,,140,90,230,,26.7,33.3,25,15,10,0,0,10,5,5,1.6,5
BU00590209,Buurt     ,Achtkarspelen                           ,455,250,205,60,60,75,150,105,440,10,5,185,50,70,70,2.5,72,40,20,20,20,10,,190,100,250,,26.6,28.3,15,15,15,5,5,20,10,5,1.5,5
GM0482    ,Gemeente  ,Alblasserdam                            ,20314,10015,10299,3746,2442,4767,5244,4115,16673,1270,2371,8510,2771,2502,3237,2.4,2316,2020,1190,590,390,140,4490,6610,3270,10560,41.7,37.1,22.0,15,500,500,235,160,575,350,190,1.1,2
WK048201  ,Wijk      ,Alblasserdam                            ,4930,2365,2565,900,525,1110,1195,1200,4230,305,395,2155,750,680,725,2.3,5405,480,300,120,90,30,900,1620,860,2550,,36.1,23.5,5,95,150,40,55,150,90,65,1.1,2
BU04820101,Buurt     ,Alblasserdam                            ,980,465,515,165,125,155,250,290,800,110,70,430,155,140,135,2.3,4609,90,60,20,20,10,160,280,230,490,,38.9,28.9,0,15,15,5,15,30,15,5,1.1,2
BU04820102,Buurt     ,Alblasserdam                            ,635,275,355,85,45,140,155,215,530,35,75,365,215,85,70,1.7,6482,50,20,10,10,0,180,180,,270,,63.0,7.1,0,15,40,5,5,20,10,15,0.6,2
BU04820103,Buurt     ,Alblasserdam                            ,1590,765,815,325,190,455,380,230,1405,70,115,660,205,190,260,2.4,7042,170,100,40,20,10,290,570,290,920,,32.2,20.7,0,40,45,15,15,50,35,20,1.1,2
BU04820104,Buurt     ,Alblasserdam                            ,525,265,265,95,70,120,165,75,490,15,25,195,45,65,90,2.7,3630,50,30,20,20,10,90,200,110,320,,24.2,35.4,0,5,25,10,5,15,10,10,1.6,3
BU04820105,Buurt     ,Alblasserdam                            ,1205,595,605,230,95,240,245,390,1015,70,120,505,125,210,170,2.4,5201,110,80,30,30,10,170,390,180,550,,23.5,29.9,0,20,25,10,15,35,20,10,1.1,2
WK048202  ,Wijk      ,Alblasserdam                            ,3805,1930,1875,705,495,975,1065,570,3130,225,455,1600,550,420,630,2.4,4003,390,220,110,90,30,830,1310,670,2100,,37.4,21.9,0,95,40,35,15,70,80,25,1.0,4
BU04820201,Buurt     ,Alblasserdam                            ,620,320,300,130,85,120,175,120,575,20,25,230,55,80,95,2.7,2064,70,30,20,20,10,110,160,150,340,,19.4,36.2,0,30,10,10,5,20,15,5,1.3,4
BU04820202,Buurt     ,Alblasserdam                            ,1215,615,600,210,120,365,345,175,970,85,160,565,225,140,200,2.1,7986,110,60,30,10,0,270,490,160,690,,40.3,15.2,0,20,5,15,0,20,15,10,1.0,4
BU04820203,Buurt     ,Alblasserdam                            ,440,225,215,45,65,85,160,85,350,45,50,180,50,65,70,2.4,4955,20,20,10,20,0,,,,260,,33.1,28.7,0,5,5,0,0,5,15,5,1.3,3
BU04820204,Buurt     ,Alblasserdam                            ,15,5,10,0,0,0,5,0,10,0,0,5,0,0,0,4.0,59,0,0,0,0,0,,,,10,,,,,,,,,,,,,3
BU04820205,Buurt     ,Alblasserdam                            ,925,465,460,185,115,230,225,170,755,40,130,415,180,100,140,2.2,7941,110,50,30,20,0,180,340,120,450,,51.3,14.2,0,15,15,5,5,10,25,5,0.9,4
BU04820206,Buurt     ,Alblasserdam                            ,590,295,295,130,110,175,155,20,475,30,95,200,45,30,125,2.9,6554,70,50,30,20,10,,,,350,,25.0,34.0,0,20,5,5,5,10,15,0,1.1,4
WK048203  ,Wijk      ,Alblasserdam                            ,7375,3655,3720,1365,880,1850,1965,1305,5865,450,1065,3035,860,925,1250,2.4,8486,730,420,240,130,60,1770,2500,1140,3900,39.3,33.4,20.5,0,145,75,55,15,140,105,60,1.1,2
BU04820301,Buurt     ,Alblasserdam                            ,910,455,450,120,130,190,295,170,790,45,80,360,70,130,160,2.5,7049,60,50,20,30,10,150,360,190,550,,18.6,32.1,0,15,5,5,0,25,20,10,1.3,2
BU04820302,Buurt     ,Alblasserdam                            ,570,285,285,85,70,125,190,100,505,25,35,215,30,85,100,2.6,6704,40,30,10,10,10,60,220,160,340,,12.4,41.0,0,15,5,10,0,20,10,5,1.3,2
BU04820303,Buurt     ,Alblasserdam                            ,950,475,475,165,120,205,245,215,835,40,75,385,90,135,160,2.5,9290,80,50,40,20,10,230,300,190,510,,26.8,24.2,0,10,5,10,0,20,5,10,1.2,2
BU04820304,Buurt     ,Alblasserdam                            ,775,400,375,145,80,170,210,165,690,45,35,310,70,120,120,2.5,7534,90,50,20,10,10,170,260,130,410,,22.1,23.7,0,10,5,5,5,20,10,10,1.1,2
BU04820305,Buurt     ,Alblasserdam                            ,905,440,470,160,105,180,245,215,695,45,170,385,120,130,135,2.4,7924,80,50,30,10,10,230,290,,420,,40.4,16.0,0,15,10,5,0,10,15,5,1.0,2
BU04820306,Buurt     ,Alblasserdam                            ,1595,750,840,330,180,420,400,265,1255,75,260,640,185,180,280,2.5,9121,190,90,40,20,10,440,500,170,790,,37.0,14.9,0,30,20,10,5,20,25,10,1.0,2
BU04820307,Buurt     ,Alblasserdam                            ,1680,855,825,360,200,555,380,180,1090,180,410,730,295,145,295,2.3,10381,180,100,80,20,10,420,620,220,880,,48.4,12.4,0,60,20,10,0,30,20,10,1.0,2
WK048204  ,Wijk      ,Alblasserdam                            ,3825,1840,1985,725,445,730,920,1005,3210,185,430,1520,490,445,585,2.4,7192,390,240,100,80,30,870,1060,530,1760,,42.7,23.1,0,50,45,40,30,95,50,20,1.0,2
BU04820401,Buurt     ,Alblasserdam                            ,1275,625,650,225,125,210,305,415,1070,65,145,545,175,210,165,2.3,7483,120,70,30,20,10,240,370,200,560,,45.4,19.4,0,20,10,15,5,25,20,5,1.0,2
BU04820402,Buurt     ,Alblasserdam                            ,1590,780,805,330,210,335,395,320,1335,70,185,620,190,155,275,2.5,8298,170,110,40,40,10,370,520,210,770,,39.8,21.3,0,20,25,15,10,40,20,5,1.0,2
BU04820403,Buurt     ,Alblasserdam                            ,460,240,225,120,75,105,140,15,420,10,30,125,10,25,95,3.6,4061,70,50,10,20,10,,120,150,290,,3.1,77.2,0,5,10,10,15,25,10,5,1.6,3
BU04820404,Buurt     ,Alblasserdam                            ,500,200,300,55,35,80,75,260,390,35,75,225,115,60,50,1.8,8825,40,10,10,0,0,,90,,150,,66.2,6.2,,,,,,,,,0.8,2
WK048205  ,Wijk      ,Alblasserdam                            ,160,105,60,15,40,70,35,5,45,100,20,125,115,5,5,1.3,73,10,0,0,0,0,,,,110,,82.7,3.1,5,105,180,55,35,100,15,20,,4
BU04820501,Buurt     ,Alblasserdam                            ,135,90,50,10,35,65,25,5,25,100,20,115,105,0,5,1.2,170,10,0,0,0,0,,,,90,,87.9,2.6,5,55,110,25,20,50,15,10,,4
BU04820502,Buurt     ,Alblasserdam                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,15,35,5,5,20,0,0,,5
BU04820503,Buurt     ,Alblasserdam                            ,25,15,10,5,5,5,10,0,25,0,0,15,5,5,5,2.2,23,0,0,0,0,0,,,,10,,,,0,35,40,25,10,25,5,10,,4
WK048206  ,Wijk      ,Alblasserdam                            ,215,120,95,30,50,45,65,25,195,10,10,70,10,20,40,3.2,65,20,10,10,10,0,50,70,50,140,,,,5,5,10,5,10,15,5,5,1.0,5
BU04820601,Buurt     ,Alblasserdam                            ,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2.5,,0,0,0,0,0,,,,0,,,,,,,,,,,,,4
BU04820602,Buurt     ,Alblasserdam                            ,50,30,25,10,15,10,20,5,50,5,0,15,0,5,10,3.4,30,10,0,0,0,0,,,,30,,,,,,,,,,,,,4
BU04820603,Buurt     ,Alblasserdam                            ,30,15,15,0,5,5,10,10,25,0,0,15,5,5,5,2.2,72,0,0,0,0,0,,,,20,,,,,,,,,,,,,4
BU04820604,Buurt     ,Alblasserdam                            ,130,75,55,25,35,35,35,10,115,5,5,40,5,5,25,3.4,377,10,10,0,10,0,,,,90,,,,0,5,10,5,5,10,5,0,,5
GM0613    ,Gemeente  ,Albrandswaard                           ,26428,13093,13335,4426,3156,5845,7970,5031,19681,1789,4958,10644,2906,3182,4556,2.4,1220,2380,1700,730,640,270,4550,8490,6850,14490,51.2,26.4,34.9,25,425,480,340,215,925,565,285,1.2,3
WK061301  ,Wijk      ,Albrandswaard                           ,2630,1295,1330,390,360,540,930,415,2010,175,445,1050,240,335,475,2.5,1153,210,150,70,80,30,450,940,710,1640,,18.9,43.8,0,30,50,30,25,95,55,25,1.3,4
BU06130101,Buurt     ,Albrandswaard                           ,2370,1155,1210,365,340,490,850,325,1780,165,425,920,195,285,440,2.6,2721,190,140,70,70,20,410,840,640,1500,,17.0,45.6,0,20,35,20,20,80,45,15,1.3,4
BU06130102,Buurt     ,Albrandswaard                           ,100,50,50,15,10,25,25,25,80,5,15,50,20,15,20,2.0,374,10,0,0,0,0,,,,50,,,,0,5,15,5,0,5,5,5,,3
BU06130103,Buurt     ,Albrandswaard                           ,50,25,25,5,0,0,20,25,45,0,0,30,5,15,5,1.8,1254,0,0,0,0,0,,,,20,,,,,,,,,,,,,4
BU06130104,Buurt     ,Albrandswaard                           ,110,65,50,5,10,25,35,40,110,0,5,55,20,20,15,2.1,103,0,0,0,0,0,,,,70,,,,,,,,,,,,1.4,5
WK061302  ,Wijk      ,Albrandswaard                           ,2025,1015,1010,300,205,490,595,440,1510,190,320,940,320,310,310,2.1,1257,150,100,50,30,10,360,700,540,1110,,31.0,24.4,5,45,35,35,15,70,50,30,1.2,4
BU06130205,Buurt     ,Albrandswaard                           ,1990,1000,990,295,200,485,585,425,1485,190,320,920,320,300,305,2.2,1883,150,100,50,30,10,,,,1090,,31.4,24.3,5,40,35,35,15,70,50,25,1.1,4
BU06130207,Buurt     ,Albrandswaard                           ,35,20,15,5,0,5,10,15,30,5,0,20,5,10,0,1.9,61,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
WK061303  ,Wijk      ,Albrandswaard                           ,7020,3585,3440,950,795,1605,2110,1550,5380,465,1170,2795,795,915,1075,2.3,1716,520,350,200,160,50,1430,2190,1720,3490,46.1,31.1,28.9,5,95,85,35,35,175,150,80,1.1,3
BU06130308,Buurt     ,Albrandswaard                           ,975,465,510,160,125,250,250,190,665,115,190,460,185,120,155,2.1,3770,90,60,40,30,10,190,300,240,500,,45.7,15.5,0,20,15,5,5,30,20,10,1.0,3
BU06130309,Buurt     ,Albrandswaard                           ,1855,900,950,270,260,350,605,365,1515,80,260,745,175,240,330,2.5,5415,150,100,70,50,20,350,670,400,1060,,26.3,35.6,0,25,15,5,5,50,40,20,1.2,3
BU06130310,Buurt     ,Albrandswaard                           ,1065,480,590,115,85,155,265,445,905,60,105,490,185,180,120,2.0,4767,70,30,10,20,10,190,270,210,420,,44.2,18.9,0,15,25,5,5,40,25,20,1.0,3
BU06130311,Buurt     ,Albrandswaard                           ,2340,1170,1165,360,275,525,730,445,1835,175,330,975,220,325,425,2.4,7207,190,140,70,50,20,430,810,570,1330,,23.2,33.3,0,25,20,15,10,40,40,20,1.2,4
BU06130312,Buurt     ,Albrandswaard                           ,705,520,180,35,40,305,235,85,385,35,280,95,25,35,30,2.4,402,10,20,10,10,0,290,170,180,130,,,,0,5,5,0,5,10,15,10,1.4,4
BU06130313,Buurt     ,Albrandswaard                           ,85,40,45,10,10,20,25,20,80,0,5,30,5,15,10,2.6,70,0,0,10,0,0,,,,70,,,,0,5,10,0,0,5,5,0,,4
WK061304  ,Wijk      ,Albrandswaard                           ,7030,3330,3700,1305,615,1670,1775,1665,5535,460,1035,3030,955,920,1160,2.3,2936,730,410,130,140,70,990,2060,1930,3710,51.3,27.5,32.6,5,140,150,105,75,280,150,90,1.2,3
BU06130414,Buurt     ,Albrandswaard                           ,1550,770,785,200,135,320,405,490,1250,135,165,735,255,265,215,2.1,4718,120,50,30,40,20,210,490,380,790,,21.1,27.7,0,25,50,25,20,65,40,25,1.2,3
BU06130415,Buurt     ,Albrandswaard                           ,1320,595,720,240,130,255,345,350,1030,90,200,550,155,175,220,2.4,4383,140,80,30,30,20,180,340,370,640,,30.4,33.3,0,10,15,5,10,50,25,15,1.2,3
BU06130416,Buurt     ,Albrandswaard                           ,185,100,90,40,25,35,65,30,130,5,45,65,10,20,35,2.9,446,20,20,0,0,0,,,,120,,,,0,45,30,35,25,40,10,10,,4
BU06130417,Buurt     ,Albrandswaard                           ,920,400,520,115,80,165,215,345,735,45,135,445,195,120,125,1.9,3768,60,50,20,10,10,160,250,200,390,,48.4,16.4,0,10,10,5,5,20,20,10,0.9,3
BU06130418,Buurt     ,Albrandswaard                           ,1705,820,885,500,115,595,370,130,1265,90,350,630,150,130,350,2.7,4760,270,140,30,30,10,190,470,620,1050,,21.1,49.9,0,20,25,15,5,70,35,10,1.2,4
BU06130419,Buurt     ,Albrandswaard                           ,1200,580,620,205,115,285,320,280,995,80,130,545,180,180,185,2.2,4850,120,70,20,20,10,190,400,270,630,,28.4,26.3,0,20,15,15,10,30,15,15,1.2,4
BU06130420,Buurt     ,Albrandswaard                           ,150,65,80,15,15,20,55,40,120,15,15,55,5,25,25,2.6,301,10,10,0,0,0,,,,90,,,,,,,,,,,,2.0,5
WK061305  ,Wijk      ,Albrandswaard                           ,245,130,120,25,35,40,100,55,220,15,15,100,20,40,35,2.5,25,10,10,0,10,10,,100,80,160,,,,15,20,35,15,15,45,10,10,2.3,4
BU06130521,Buurt     ,Albrandswaard                           ,10,5,10,0,0,0,0,5,10,0,0,5,5,0,0,2.2,13,0,0,0,0,0,,,,10,,,,0,10,30,15,5,30,5,5,,3
BU06130522,Buurt     ,Albrandswaard                           ,240,125,110,20,35,35,95,50,205,10,15,95,15,40,35,2.5,27,10,10,0,10,10,,,,150,,,,15,5,10,0,10,15,10,5,1.6,5
WK061306  ,Wijk      ,Albrandswaard                           ,7480,3740,3740,1460,1145,1495,2470,905,5025,485,1970,2730,575,660,1495,2.7,7843,770,690,270,240,100,1280,2520,1860,4380,48.6,21.8,43.5,0,90,110,95,50,250,150,55,1.2,3
BU06130623,Buurt     ,Albrandswaard                           ,2405,1215,1190,630,360,595,695,125,1505,180,720,785,135,120,525,3.1,8858,330,280,100,70,30,430,740,600,1400,,21.9,51.4,0,30,35,35,10,75,40,15,1.2,4
BU06130624,Buurt     ,Albrandswaard                           ,1645,835,810,300,255,315,570,205,1090,70,485,570,95,140,335,2.8,8179,150,160,60,50,20,300,520,440,960,,16.2,44.3,0,25,30,25,15,60,50,10,1.4,4
BU06130625,Buurt     ,Albrandswaard                           ,130,70,65,30,25,15,55,10,105,15,10,40,5,10,30,3.2,867,10,20,10,0,0,,,,80,,,,,,,,,,,,,3
BU06130626,Buurt     ,Albrandswaard                           ,3300,1625,1680,505,505,575,1150,570,2325,225,755,1330,335,390,605,2.5,9936,280,230,110,120,40,530,1250,760,1930,,24.7,37.4,0,40,40,35,20,110,55,25,1.2,3
WK061307  ,Wijk      ,Albrandswaard                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,5,10,30,0,5,0,0,,5
BU06130706,Buurt     ,Albrandswaard                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,0,5,10,30,0,5,0,0,,5
GM0361    ,Gemeente  ,Alkmaar                                 ,112304,55423,56881,16755,12170,29276,30519,23584,83517,8930,19857,54312,22680,14697,16935,2.0,1018,8860,5700,2900,2320,910,20930,35760,28400,60720,40.2,39.4,18.1,220,2500,2815,1165,785,3850,3000,1865,1.0,2
WK036101  ,Wijk      ,Alkmaar                                 ,14510,6905,7600,2135,1465,3320,3825,3770,11315,960,2230,7010,2970,1945,2095,2.0,5683,1100,770,280,290,140,2260,3820,4370,7390,43.5,40.1,21.7,5,250,245,105,125,600,470,225,0.8,1
BU03610100,Buurt     ,Alkmaar                                 ,2180,995,1185,380,225,515,455,610,1260,150,770,945,400,200,340,2.1,6715,210,110,50,50,10,570,600,390,940,,52.9,13.2,0,25,35,20,5,35,45,15,0.8,2
BU03610101,Buurt     ,Alkmaar                                 ,1350,645,700,200,95,335,315,400,1040,75,235,675,315,175,180,1.9,8358,110,50,20,30,10,250,340,280,640,,47.1,15.2,0,25,20,5,5,50,30,15,0.7,1
BU03610102,Buurt     ,Alkmaar                                 ,2070,975,1095,295,195,505,635,445,1580,120,375,1100,510,265,320,1.9,10036,160,80,50,40,20,350,630,570,1060,,48.3,15.2,0,35,30,10,10,70,55,25,0.8,1
BU03610103,Buurt     ,Alkmaar                                 ,790,340,450,80,75,215,225,195,575,55,160,495,290,105,100,1.6,9587,40,20,20,10,10,220,240,,380,,66.3,3.4,0,10,15,5,0,10,15,10,0.7,1
BU03610104,Buurt     ,Alkmaar                                 ,1655,790,865,235,180,290,405,545,1380,120,155,715,310,205,210,2.1,9496,130,110,30,30,20,,290,650,790,,35.9,30.9,0,20,35,20,30,110,90,25,0.9,1
BU03610105,Buurt     ,Alkmaar                                 ,1570,755,810,240,195,290,465,375,1315,110,140,725,275,220,240,2.2,2664,110,120,40,40,30,200,330,600,850,,29.7,34.9,0,35,35,10,15,100,85,25,0.9,1
BU03610106,Buurt     ,Alkmaar                                 ,1240,585,655,160,105,225,325,435,1080,75,80,595,190,240,165,2.1,2564,70,70,20,10,10,140,310,420,610,,19.9,30.4,0,20,30,15,20,70,30,30,1.1,2
BU03610107,Buurt     ,Alkmaar                                 ,560,265,285,95,55,95,145,170,485,45,25,255,100,75,80,2.2,2922,50,30,10,20,10,50,130,210,260,,18.8,30.2,0,5,5,5,0,20,20,15,0.9,1
BU03610108,Buurt     ,Alkmaar                                 ,1510,755,755,155,175,480,420,285,1215,125,170,860,435,235,190,1.7,9133,70,60,20,40,10,240,540,460,930,,44.9,12.6,0,55,25,10,15,60,45,35,0.7,1
BU03610109,Buurt     ,Alkmaar                                 ,1595,795,800,300,170,370,435,315,1385,85,120,640,155,215,280,2.5,9020,140,110,30,30,20,140,430,600,920,,16.5,41.7,0,20,15,10,25,75,60,25,1.1,2
WK036102  ,Wijk      ,Alkmaar                                 ,13650,6670,6980,2150,1460,3165,3830,3050,10475,945,2225,6205,2255,1790,2165,2.2,2336,1190,720,350,300,110,2470,4020,3540,7110,42.0,36.0,22.4,5,455,445,205,140,600,430,235,1.3,2
