"Populatie";"Geslacht";"Persoonskenmerken";"Vervoerwijzen";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2018";"Nederland";0,15;7,05;11,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2019";"Nederland";0,16;7,41;11,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2020";"Nederland";0,06;2,98;4,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2021";"Nederland";0,06;2,91;4,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2022";"Nederland";0,09;4,73;7,25
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2023";"Nederland";0,12;5,88;9,2
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Trein";"Waarde";"2024*";"Nederland";0,14;6,62;10,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2018";"Nederland";0,65;2,5;11,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2019";"Nederland";0,65;2,53;12,84
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2020";"Nederland";0,5;2;11,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2021";"Nederland";0,49;1,97;11,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2022";"Nederland";0,58;2,35;12,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2023";"Nederland";0,58;2,42;13,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Fiets";"Waarde";"2024*";"Nederland";0,59;2,54;12,83
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2018";"Nederland";3,2;43,59;79,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2019";"Nederland";3,15;44,1;80,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2020";"Nederland";2,77;30,84;66,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2021";"Nederland";2,85;30,84;71,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2022";"Nederland";3,07;35,37;75,66
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2023";"Nederland";3,15;37,26;78,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2024*";"Nederland";3,14;38,05;79,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,5;27,57;36,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,5;27,48;36,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,27;19,94;27,67
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,23;19,41;27,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,33;22,15;30,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,39;23,27;32,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,37;23,9;33,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,21;4,99;6,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,22;5,55;6,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,16;3,67;5,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,17;3,89;5,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,18;3,94;5,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,21;4,45;6,25
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,2;4,52;6,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2018";"Nederland";0,07;3,09;4,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2019";"Nederland";0,08;3,65;5,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2020";"Nederland";0,03;1,27;1,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2021";"Nederland";0,03;1,11;1,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2022";"Nederland";0,04;2,21;3,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2023";"Nederland";0,06;2,92;4,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Trein";"Waarde";"2024*";"Nederland";0,06;3,07;5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2018";"Nederland";0,75;2,69;13,25
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2019";"Nederland";0,71;2,52;13,48
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2020";"Nederland";0,61;2,22;12,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2021";"Nederland";0,6;2,17;12,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2022";"Nederland";0,72;2,55;13,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2023";"Nederland";0,73;2,58;13,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 35 tot 50 jaar";"Fiets";"Waarde";"2024*";"Nederland";0,76;2,67;14,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2018";"Nederland";2,8;40,62;78,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2019";"Nederland";2,76;40,47;78,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2020";"Nederland";2,5;29,72;67,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2021";"Nederland";2,64;32,18;75,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2022";"Nederland";2,84;35,18;78,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2023";"Nederland";2,82;37,53;78,67
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2024*";"Nederland";2,79;37,77;78,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,21;23,81;31,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,22;24,12;31,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,04;18,03;24,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,08;19,96;27,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,14;21,01;28,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,21;22,75;31,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,19;22,89;31,2
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,24;6,14;7,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,22;5,63;7,81
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,17;3,78;5,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,17;4,01;5,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,2;4,51;6,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,21;5,27;7,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,22;5,17;7,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2018";"Nederland";0,06;2,91;4,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2019";"Nederland";0,06;2,92;4,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2020";"Nederland";0,02;1,09;1,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2021";"Nederland";0,02;0,99;1,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2022";"Nederland";0,03;1,71;2,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2023";"Nederland";0,04;2,42;3,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Trein";"Waarde";"2024*";"Nederland";0,04;2,2;3,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2018";"Nederland";0,69;3,17;15,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2019";"Nederland";0,66;3,07;15,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2020";"Nederland";0,57;2,72;14,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2021";"Nederland";0,58;2,82;14,42
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2022";"Nederland";0,67;3,07;15,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2023";"Nederland";0,63;2,81;14,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 50 tot 65 jaar";"Fiets";"Waarde";"2024*";"Nederland";0,63;3,03;15,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2018";"Nederland";2,38;30,5;73,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2019";"Nederland";2,31;29,66;72,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2020";"Nederland";2,11;20,6;61,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2021";"Nederland";2,31;24,23;72,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2022";"Nederland";2,53;26,74;75,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2023";"Nederland";2,6;27,69;74,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2024*";"Nederland";2,55;27,63;73,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,83;14,91;21,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,81;14,18;22,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,72;10,32;16,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,76;12,48;19,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,81;12,96;20,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,89;14,09;21,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,87;14,13;21,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,27;6,24;8,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,27;6,81;9,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,19;3,63;5,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,21;4,16;6,67
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,24;5,71;8,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,27;5,67;8,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,25;5,21;7,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2018";"Nederland";0,03;2,29;3,09
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2019";"Nederland";0,03;2,57;3,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2022";"Nederland";0,01;0,8;1,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2023";"Nederland";0,02;1,31;2,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Trein";"Waarde";"2024*";"Nederland";0,03;1,55;2,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2018";"Nederland";0,71;3,89;21,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2019";"Nederland";0,67;3,48;19,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2020";"Nederland";0,56;3,35;18,27
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2021";"Nederland";0,61;3,41;18,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2022";"Nederland";0,76;3,99;21,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2023";"Nederland";0,69;3,42;18,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Fiets";"Waarde";"2024*";"Nederland";0,71;3,47;19,05
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";1,67;17,02;46,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";1,63;18,19;48,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";1,37;10,85;38,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";1,62;14,31;48,37
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2022";"Nederland";1,8;16,32;52,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2023";"Nederland";1,83;17,3;51,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2024*";"Nederland";1,81;17,05;51,04
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,51;8,06;12,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,54;7,92;13,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,42;5,22;9,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,48;6,87;11,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,52;7,5;13,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,56;8,13;13,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,58;7,54;13,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,24;4,23;6,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,21;4,68;7,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,15;2,01;3,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,19;3,34;5,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,23;3,78;6,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,23;4,37;6,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,22;4,6;6,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2019";"Nederland";0,02;1,52;2,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2023";"Nederland";0,01;0,54;0,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Trein";"Waarde";"2024*";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2018";"Nederland";0,39;2,09;11,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2019";"Nederland";0,36;1,92;11,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2020";"Nederland";0,34;1,95;11,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2021";"Nederland";0,37;2,27;12,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2022";"Nederland";0,47;2,47;14,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2023";"Nederland";0,44;2,24;13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Fiets";"Waarde";"2024*";"Nederland";0,46;2,34;13,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2018";"Nederland";2,9;38,58;76,42
